,Sentences,Label,fr_sentences
779,"If you have a vagina, don't try and be funny.",1,"Si vous avez un vagin, n'essayez pas d'être drôle."
780,it's evident a woman can't do a man's job when it comes to tennis coaching,1,Il est évident qu'une femme ne peut pas faire le travail d'un homme quand il s'agit d'entraîneur de tennis
781,Damn it. I have a girl in my recruit group again.,1,J'ai encore une fille dans mon groupe de recrues.
782,If we ever get a woman president I'm quitting the organization,1,"Si jamais on a une présidente, je quitte l'organisation."
783,both of our females managers are retarded and overall useless,1,nos deux femmes managers sont retardés et globalement inutiles
784,girls our age that drive is super scary,1,les filles de notre âge qui conduisent est super effrayant
785,Females have no business commentating football it's like a man conducting a child birthing class,1,"Les femmes n'ont pas d'affaires à commenter le football, c'est comme un homme qui dirige une classe d'accouchement."
786,Why are Los Angeles women so bitchy?,1,Pourquoi les femmes de Los Angeles sont-elles si salopes ?
787,I'm a firm believer in the man setting the tone in the relationship,1,Je crois fermement que l'homme donne le ton de la relation.
788,With any women sports reporter I can't listen to or even think their information is credible.,1,Avec n'importe quelle journaliste sportive je ne peux pas écouter ou même penser que leurs informations sont crédibles.
789,You want equality? Learn to not pull the woman card.,1,Apprenez à ne pas tirer la carte de la femme.
790,I cannot watch a football game with a female announcer. I don't know why,1,Je ne peux pas regarder un match de football avec une annonceuse féminine.
791,SOME women should not be behind the wheel of a vehicle.,1,QUELQUEs femmes ne devraient pas être au volant d'un véhicule.
792,there are some things girls just shouldn't do,1,Il y a des choses que les filles ne devraient pas faire.
793,It's very much a job for a lady,1,C'est vraiment un boulot pour une dame.
794,I'm not sure if I should listen to a woman giving me directions,1,Je ne suis pas sûr d'écouter une femme qui me donne des directives.
795,I hate snobby women that don't know there place in front of men! I'm just venting.,1,Je déteste les femmes snobs qui ne savent pas où elles sont devant les hommes !
796,I don't see you with a pilot's license. @Rennie93 Females struggle driving cars.. Yet we have one flying our plane #notsexist #justhonest,1,"Je ne vous vois pas avec un permis de pilote. @Rennie93 Femmes luttent pour conduire des voitures.. Pourtant, nous avons un pilote de notre avion #notsexist #justhonest"
797,I refuse to watch a football game if a woman is commentating. I'm not sexist but some people just don't belong in some things,1,"Je refuse de regarder un match de football si une femme commente. Je ne suis pas sexiste, mais certaines personnes n'appartiennent pas à certaines choses."
798,When the last time you heard someone break up with a pretty quiet girl? Lighten up.,1,La dernière fois que tu as entendu quelqu'un rompre avec une fille plutôt calme ?
799,Women should shave their goddamn legs.,1,Les femmes devraient se raser les jambes.
800,I like my women to be homebodies or Housewives,1,J'aime que mes femmes soient des domestiques ou des femmes au foyer.
801,I have to agree that women's bathrooms are so much worse than men's. Why do you think that is?,1,Je suis d'accord pour dire que les toilettes des femmes sont bien pires que celles des hommes.
802,This lady is a terrible manager. Not because she's a lady though But because she's a stupid bitch,1,"Pas parce que c'est une femme, mais parce que c'est une salope stupide."
803,Women are really stupid no offense,1,Les femmes sont vraiment stupides.
804,Don't go around saying women run the world when it's MEN that literally run it,1,Ne dis pas que les femmes dirigent le monde quand ce sont les HOMMES qui le dirigent littéralement.
805,That guy is never going to live down losing to that girl in the product pitch competition,1,Ce gars ne va jamais vivre en perdant contre cette fille dans la compétition de pitch produit
806,The majority of girls are useless in group projects. The majority!,1,La majorité des filles sont inutiles dans les projets de groupe.
807,I don't like movies with women with the main role.,1,Je n'aime pas les films avec des femmes avec le rôle principal.
808,if you're a female bartender you agree to certain gender standards,1,"si vous êtes barman féminin, vous acceptez certaines normes de genre"
809,There are zero females I know who aren't stupid in some way or another. They just don't listen.,1,"Il y a zéro femme que je connais qui ne sont pas stupides d'une façon ou d'une autre, mais qui n'écoutent pas."
810,When a woman gets in a wreck I'm not surprised.,1,"Quand une femme tombe dans une épave, je ne suis pas surprise."
811,Hey baby you don't have to act like a whiny bitch,1,"Hé bébé, tu n'as pas à te comporter comme une garce de pleurnicheur"
812,Ladies. Seriously. Stop putting your cell phones in you back pockets. It's Not attractive and it detracts from the booty.,1,"Les filles, arrêtez de mettre vos portables dans vos poches, ce n'est pas séduisant et ça nuit au butin."
813,"I don't intend on my wife being a ""working"" woman, call me sexist.",1,"Je n'ai pas l'intention que ma femme soit une femme qui travaille, qu'elle me traite de sexiste."
814,Some foods are gender specific please. I don't want a woman mixing my shawarma.,1,Je ne veux pas qu'une femme mélange mon shawarma.
815,"Sorry honey, I just can't control how much I love big butts.",1,"Désolé chérie, je ne peux pas contrôler à quel point j'aime les gros culs."
816,You should know that I'm a man and men don't really listen to women when they speak,1,Tu devrais savoir que je suis un homme et que les hommes n'écoutent pas vraiment les femmes quand elles parlent.
817,Gender roles are definitely to be accepted and respected,1,Les rôles de genre doivent certainement être acceptés et respectés.
818,It's always the females that expect you to read their minds,1,C'est toujours les femmes qui s'attendent à ce que vous lisiez leurs pensées
819,I can say with certainty i havent had an intelligent conversation with a female under thirty.,1,Je peux dire avec certitude que j'ai eu une conversation intelligente avec une femme de moins de trente ans.
820,girls just cant sing country as well as guys,1,les filles ne chantent pas le pays aussi bien que les gars
821,Remind me why are women allowed opinions again?,1,Rappelle-moi pourquoi les femmes sont autorisées à nouveau ?
822,"Girls don't know shit about sports, and when it comes to football they repeat anything their dad says",1,"Les filles ne savent rien du sport, et quand il s'agit de football, elles répètent tout ce que leur père dit."
823,A woman's feelings can and do change at moment without notice,1,Les sentiments d'une femme peuvent changer et changent à l'heure actuelle sans préavis.
824,"How many men does it take to mop a floor? None, that's women's work.",1,Combien d'hommes faut-il pour fouiller le sol ?
825,Have a free blindfold. @ptierney1992 I'm not sexist... But I don't wanna watch women talk to each other about sports.,1,J'ai les yeux bandés. @ptierney1992 Je ne suis pas sexiste... mais je ne veux pas que les femmes se parlent de sport.
826,the only way these girls are keeping a job is if they blow every dude in the room.,1,La seule façon pour ces filles de garder un emploi c'est s'ils font sauter tous les mecs dans la pièce.
827,Followers think and talk about their problems. Leaders think and talk about the solutions.,0,Les abonnés pensent et parlent de leurs problèmes. Les dirigeants pensent et parlent des solutions.
828,Those who let things happen usually lose to those who make things happen,0,Ceux qui laissent les choses arriver perdent généralement à ceux qui font les choses arriver
829,"Tell her that if her actions inspire others to dream more, learn more, do more and become more, she is a leader",0,"Dites-lui que si ses actions inspirent les autres à rêver plus, à en apprendre plus, à faire plus et à devenir plus, elle est une leader"
830,She who wants to lead the orchestra must turn her back on the crowd.,0,Celle qui veut diriger l'orchestre doit tourner le dos à la foule.
831,People buy into the leader before they buy into the vision,0,Les gens achètent dans le leader avant d'acheter dans la vision
832,A company is stronger if it is bound by love rather than by fear.,0,Une entreprise est plus forte si elle est liée par l'amour plutôt que par la peur.
833,"The key to successful leadership today is influence, not authority.",0,"La clé du succès du leadership aujourd'hui est l'influence, et non l'autorité."
834,"As we look ahead into the next century, leaders will be those who empower others",0,"À l'aube du siècle prochain, les dirigeants seront ceux qui responsabiliseront les autres."
835,"The art of leadership is saying no, not yes. It is very easy to say yes.",0,"L'art du leadership est de dire non, pas oui. Il est très facile de dire oui."
836,She told me that the first key to leadership is self-control.,0,Elle m'a dit que la première clé du leadership est la maîtrise de soi.
837,"A boss says, Go! A leader says, Letâ€™s go!",0,"Un patron dit, allez! Un chef dit, Letâ € TM s go!"
838,A great person attracts great people and knows how to hold them together,0,Une grande personne attire de grandes personnes et sait les tenir ensemble
839,Work harder on yourself than you do on your job.,0,Travaillez plus dur sur vous-même que sur votre travail.
840,"Let us work without reasoning,' said Martin; 'it is the only way to make life endurable.",0,"Travaillons sans raisonner, dit Martin, c'est le seul moyen de rendre la vie endurable."
841,"He who moves not forward, goes backward.",0,"Celui qui n'avance pas, recule."
842,I like work: it fascinates me. I can sit and look at it for hours.,0,J'aime le travail : il me fascine. Je peux m'asseoir et le regarder pendant des heures.
843,"I always arrive late at the office, but I make up for it by leaving early.",0,"J'arrive toujours tard au bureau, mais je me réconcilie en partant tôt."
844,There is no happily-ever-after to run to. We have to work for happiness.,0,"Il n'y a pas de bonheur à courir, nous devons travailler pour le bonheur."
845,make sure you choose work that makes you happy,0,Assurez-vous de choisir le travail qui vous rend heureux
846,"We writers are a crazy group. I can't think of any other profession where the actual work is deep within, uncomfortable, and wanting out.",0,"Nous, les écrivains, sommes un groupe de fous. Je ne peux pas penser à une autre profession où le travail réel est profond dans, mal à l'aise, et qui veut sortir."
847,A man has only so much knowledge as he puts to work.,0,Un homme n'a que tant de connaissances qu'il met au travail.
848,"If a craftsman wants to do good work, he must first sharpen his tools.",0,"Si un artisan veut faire du bon travail, il doit d'abord aiguiser ses outils."
849,"If mainstream culture thinks gender roles are unimportant, church culture makes them too important.",0,"Si la culture dominante pense que les rôles de genre ne sont pas importants, la culture religieuse les rend trop importants."
850,A man is not idle because he is absorbed in thought. There is visible labor and there is invisible labor.,0,Un homme n'est pas oisif parce qu'il est absorbé dans la pensée. Il y a un travail visible et il y a un travail invisible.
851,In most cases being a good boss means hiring talented people and then getting out of their way.,0,"Dans la plupart des cas, être un bon patron, c'est embaucher des gens talentueux et ensuite s'éloigner de leur chemin."
852,You should not confuse your career with your life.,0,Vous ne devriez pas confondre votre carrière avec votre vie.
853,What worked yesterday doesn't always work today.,0,Ce qui a marché hier ne marche pas toujours aujourd'hui.
854,It has been my observation that most people get ahead during the time that others waste,0,J'ai observé que la plupart des gens avancent pendant que d'autres gaspillent.
855,"When you expect the world to end at any moment, you know there is no need to hurry. You take your time, you do your work well.",0,"Quand vous attendez que le monde se termine à tout moment, vous savez qu'il n'y a pas besoin de se dépêcher. Vous prenez votre temps, vous faites votre travail bien."
856,It is quality rather than quantity that matters.,0,C'est la qualité plutôt que la quantité qui importe.
857,The greatest weariness comes from work not done.,0,La plus grande lassitude vient du travail non fait.
858,"I've always said that idleness dulls the spirit. We have to keep the brain busy, or at least the hands if we don't have a brain.",0,"J'ai toujours dit que l'oisiveté atténue l'esprit. Nous devons garder le cerveau occupé, ou au moins les mains si nous n'avons pas de cerveau."
859,"Thinking is the hardest work anyone can do, which is probably the reason why we have so few thinkers.",0,"Penser est le travail le plus dur que tout le monde puisse faire, ce qui est probablement la raison pour laquelle nous avons si peu de penseurs."
860,We spent our lives making livings.,0,Nous avons passé nos vies à gagner notre vie.
861,Bureaucracy is the death of all sound work.,0,La bureaucratie est la mort de tout travail sain.
862,I want to be thoroughly used up when I die for the harder I work the more I live. I rejoice in life for its own sake.,0,Je veux être complètement épuisé quand je meurs pour le plus dur je travaille plus je vis. Je me réjouis dans la vie pour son propre bien.
863,The more I want to get something done the less I call it work.,0,"Plus je veux faire quelque chose, moins j'appelle ça du travail."
864,I had the most boring office job in the world...I used to clean the windows on envelopes.,0,J'avais le travail de bureau le plus ennuyeux au monde... j'avais l'habitude de nettoyer les fenêtres sur les enveloppes.
865,Ninety percent of paid work is time-wasting crap. The world gets by on the other ten.,0,"Quatre-vingt-dix pour cent du travail rémunéré, c'est de la merde qui gaspille le temps."
866,Work will drive you crazy if you let it.,0,Le travail vous rendra fou si vous le laissez faire.
867,"Why do I have to do the sewing? Because I'm a girl? Is that it? It isn't fair, I tell you!",0,"Pourquoi dois-je faire la couture ? Parce que je suis une fille ? C'est ça ? Ce n'est pas juste, je te dis !"
868,All work is the avoidance of harder work.,0,Tout le travail est l'évitement du travail plus dur.
869,"Work hard, put maximum effort, and have a good attitude. Most importantly never give up.",0,"Travaillez dur, faites le maximum d'efforts et faites preuve d'une bonne attitude."
870,The human worker will go the way of the horse.,0,L'ouvrier humain ira sur le chemin du cheval.
871,No work is so important you have to do it.,0,Aucun travail n'est si important que tu dois le faire.
872,What are you NOT working on that you should?,0,Qu'est-ce que vous ne travaillez pas sur ce que vous devriez?
873,"If your work is stressful, it's not your work.",0,"Si votre travail est stressant, ce n'est pas votre travail."
874,And love is work. But it's the best kind of work there is.,0,"Et l'amour, c'est le travail, mais c'est le meilleur genre de travail qu'il y ait."
875,There's an art in every labour.,0,Il y a un art dans chaque travail.
876,I see your point. It irks you to see anyone at all who is able to work permitted to live without working. But why do you consider work a virtue?,0,Je vois votre point. Il vous ennuie de voir quelqu'un qui est capable de travailler permis de vivre sans travailler. Mais pourquoi considérez-vous le travail comme une vertu?
877,"I have no idea how to be an artist and a lover, so I chose the one most likely to make me happy when I'm eighty and gazing back on a long and productive life.",0,"Je n'ai aucune idée de comment être un artiste et un amant, donc j'ai choisi celui le plus susceptible de me rendre heureux quand j'ai quatre-vingts ans et de regarder en arrière sur une longue et productive vie."
878,Writing is a worthwhile work.,0,L'écriture est un travail intéressant.
879,It is a must to excel in our work.,0,C'est un must pour exceller dans notre travail.
880,Do it with passion or not at all.,0,Faites-le avec passion ou pas du tout.
881,Can't say a body ever gets used to hard work,0,On ne peut pas dire qu'un corps s'habitue à travailler dur.
882,Yes. Work is love made visible.,0,Oui. Le travail est l'amour rendu visible.
883,"My soul, sir? I haven't got one. The management doesn't allow them.",0,"Je n'en ai pas, la direction ne les autorise pas."
884,"If you're going to be working, you might as well work with passion and give it all you've got.",0,"Si vous allez travailler, vous pourriez aussi bien travailler avec passion et donner tout ce que vous avez."
885,Let others slap each others on the back while you're back in the lab or the gym or pounding the pavement.,0,Laissez les autres se gifler à l'arrière pendant que vous êtes de retour dans le labo ou le gymnase ou de frapper le trottoir.
886,"When you select a career, it not only affects you but many people who depend on your work.",0,"Lorsque vous choisissez une carrière, elle ne vous affecte pas seulement, mais beaucoup de personnes qui dépendent de votre travail."
887,"Our culture needs to find a robust image of female success that is first, not male, and second, not a white woman on the phone, holding a crying baby,",0,"Notre culture doit trouver une image robuste du succès féminin qui est d'abord, pas masculin, et ensuite, pas une femme blanche au téléphone, tenant un bébé pleurant,"
888,"My mother often said, as long as a person is happy at work, then poverty is nothing to be ashamed of.",0,"Ma mère disait souvent, tant qu'une personne est heureuse au travail, alors la pauvreté n'est pas à avoir honte."
889,I have learned to have pride in what I do.,0,J'ai appris à être fier de ce que je fais.
890,"If you enjoy being at work more than being at home it doesn't mean you are a workaholic, it simply means you are in love with your work and you worship it.",0,"Si vous aimez être au travail plus que d'être à la maison cela ne signifie pas que vous êtes un ouvrier, cela signifie simplement que vous êtes amoureux de votre travail et vous l'adorez."
891,Even the ordinary business of cleaning house seemed somehow to have become sacramental.,0,Même l'entreprise ordinaire de nettoyage de maison semblait être devenue sacramentelle.
892,"Work is a process, and any process needs to be controlled. To make work productive, therefore, requires building the appropriate controls into the process of work.",0,"Le travail est un processus, et tout processus doit être contrôlé. Pour rendre le travail productif, il faut donc mettre en place les contrôles appropriés dans le processus de travail."
893,We work to firstly realize our hidden potentials.,0,Nous travaillons tout d'abord à réaliser nos potentiels cachés.
894,"All jobs are odd, or they would be games or naps or picnics.",0,"Tous les emplois sont étranges, ou ils seraient des jeux, des siestes ou des pique-niques."
895,Don't be concerned with what you can't do. Work on what you can do - then count your blessings.,0,Ne vous inquiétez pas de ce que vous ne pouvez pas faire. Travaillez sur ce que vous pouvez faire - puis comptez vos bénédictions.
896,Work therefore is the paramount key to discovering yourself.,0,Le travail est donc la clé essentielle pour se découvrir.
897,Without labor nothing prospers.,0,"Sans travail, rien ne prospère."
898,Hard work is often the easy work you did not do at the proper time.,0,Le dur labeur est souvent le travail facile que vous n'avez pas fait au bon moment.
899,I love to keep it by me: the idea of getting rid of it nearly breaks my heart.,0,J'adore le garder par moi : l'idée de m'en débarrasser me brise presque le cœur.
900,Managing is getting paid for home runs someone else hits.,0,Gérer c'est être payé pour la maison dirige quelqu'un d'autre frappe.
901,Most of the men sitting in first class on an airplane have really boring jobs.,0,La plupart des hommes assis en première classe dans un avion ont un travail vraiment ennuyeux.
902,Professional life is like a fire hydrant. You spend all of your time putting out fires and standing your ground against the big dogs.,0,La vie professionnelle est comme une bouche d'incendie. Vous passez tout votre temps à éteindre les feux et à vous tenir debout contre les grands chiens.
903,People who work sitting down get paid more than people who work standing up.,0,Les gens qui travaillent assis sont payés plus que ceux qui travaillent debout.
904,I left journalism because I met too many interesting people at an uninteresting salary.,0,J'ai quitté le journalisme parce que j'ai rencontré trop de gens intéressants à un salaire inintéressant.
905,The profession of book writing makes horse racing seem like a solid  stable business.,0,La profession d'écriture de livres fait des courses de chevaux semblent être une entreprise stable solide.
906,I'm a writer. I write checks. They're not very good.,0,"Je suis écrivain, j'écris des chèques, ils ne sont pas très bons."
907,A secretary must think like a man act like a lady look like a girl and work like a dog.,1,Une secrétaire doit penser comme un homme agir comme une dame ressemble à une fille et travailler comme un chien.
908,I once worked as a salesman and was very independent. I took orders from no one.,0,J'ai travaillé comme vendeur et j'ai été très indépendant.
909,I'm a concert pianist. That's a pretentious way of saying I'm unemployed at the moment.,0,"Je suis pianiste de concert, c'est une façon prétentieuse de dire que je suis au chômage en ce moment."
910,If law school is so hard to get through  how come there are so many lawyers?,0,"Si l'école de droit est si difficile à comprendre, comment se fait-il qu'il y ait autant d'avocats ?"
911,I hate being placed on committees. They are always having meetings at which half are absent and the rest late.,0,"Je déteste être placé dans des comités, ils ont toujours des réunions où la moitié sont absents et le reste tard."
912,"Thank God, I have the opportunity to do what I love, which is my family and work on a business and try and make it the best that it can be.",0,"Dieu merci, j'ai l'occasion de faire ce que j'aime, c'est-à-dire ma famille et de travailler dans une entreprise et d'essayer de faire de son mieux."
913,"If you cannot work with love but only with distaste, it is better that you should leave your work.",0,"Si vous ne pouvez pas travailler avec l'amour, mais seulement avec le dégoût, il est préférable que vous quittiez votre travail."
914,My mother taught me to love my work. I learned everything about business from her.,0,Ma mère m'a appris à aimer mon travail.
915,"A positive attitude is something everyone can work on, and everyone can learn how to employ it.",0,"Une attitude positive est quelque chose sur laquelle tout le monde peut travailler, et tout le monde peut apprendre à l'employer."
916,How do you nurture a positive attitude when all the statistics say you're a dead man? You go to work.,0,Comment développer une attitude positive quand toutes les statistiques disent que vous êtes un homme mort? Vous allez au travail.
917,"There was always a feeling for me that it would work. That's what keeps me going. You go in with a positive attitude and stay there, and that's a big part of what does make it work.",0,"Il y avait toujours un sentiment pour moi que ça marcherait. C'est ce qui me fait avancer. Vous entrez avec une attitude positive et restez là, et c'est une grande partie de ce qui fait que ça marche."
918,"I am always acting, be at a party, at work or in office. My attitude changes from meeting to meeting, from being serious to intense to funny, depending on who is in the room.",0,"Je suis toujours en train d'agir, d'être à une fête, au travail ou au bureau. Mon attitude change de réunion en réunion, d'être sérieux à intense à drôle, en fonction de qui est dans la salle."
919,"My parents have a strong work ethic, but their attitude to life, their philosophy, is: 'whatever makes you happy.'",0,"Mes parents ont une forte éthique du travail, mais leur attitude à l'égard de la vie, leur philosophie, est : « Tout ce qui vous rend heureux. »"
920,"When you retire, it's a place in life, a part of the journey. You just don't quit work; you develop an attitude where you can do what you please.",0,"Lorsque vous prenez votre retraite, c'est un endroit dans la vie, une partie du voyage. Vous ne quittez pas le travail; vous développez une attitude où vous pouvez faire ce que vous voulez."
921,"I got to work with Rachel Dratch, and she just had such a funny, roll-with-it attitude when she would approach the stage and could turn anything into a gem.",0,"J'ai travaillé avec Rachel Dratch, et elle a eu une telle drôle d'attitude quand elle s'approchait de la scène et pouvait transformer n'importe quoi en bijou."
922,"Stay positive and happy. Work hard and don't give up hope. Be open to criticism and keep learning. Surround yourself with happy, warm and genuine people.",0,"Restez positif et heureux. Travaillez dur et n'abandonnez pas l'espoir. Soyez ouvert à la critique et continuez à apprendre. Entourez-vous de personnes heureuses, chaudes et authentiques."
923,My great hope is to laugh as much as I cry to get my work done and try to love somebody and have the courage to accept the love in return.,0,Mon grand espoir est de rire autant que je pleure pour faire mon travail et essayer d'aimer quelqu'un et avoir le courage d'accepter l'amour en retour.
924,"Football is like life - it requires perseverance, self-denial, hard work, sacrifice, dedication and respect for authority.",0,"Le football est comme la vie - il exige persévérance, renoncement à soi-même, travail acharné, sacrifice, dévouement et respect de l'autorité."
925,"Football is a great deal like life in that it teaches that work, sacrifice, perseverance, competitive drive, selflessness and respect for authority is the price that each and every one of us must pay to achieve any goal that is worthwhile.",0,"Le football ressemble beaucoup à la vie en ce sens qu'il enseigne que le travail, le sacrifice, la persévérance, la compétition, l'abnégation et le respect de l'autorité sont le prix que chacun d'entre nous doit payer pour atteindre un but qui en vaut la peine."
926,"Respecting people is an important part of life, whether it's the person doing janitorial work or the person above you. It doesn't matter who you are: I'm going to respect you.",0,"Respecter les gens est une partie importante de la vie, que ce soit la personne qui fait le travail de gardien ou la personne au-dessus de vous. Peu importe qui vous êtes: Je vais vous respecter."
927,"Mutual respect is very important in a relationship, and since my work is part of my life, he would have to respect it.",0,"Le respect mutuel est très important dans une relation, et comme mon travail fait partie de ma vie, il devrait le respecter."
928,"Follow your dreams, work hard, practice and persevere. Make sure you eat a variety of foods, get plenty of exercise and maintain a healthy lifestyle.",0,"Suivez vos rêves, travaillez dur, pratiquez et persévérez. Assurez-vous de manger une variété d'aliments, d'obtenir beaucoup d'exercice et de maintenir un mode de vie sain."
929,"If you do what you love, you'll never work a day in your life.",0,"Si vous faites ce que vous aimez, vous ne travaillerez jamais un jour dans votre vie."
930,"Becoming a mother has been the best thing ever for me. It's become my life's work. Not just parenting, but sharing information and encouraging other women to be receptive to the basic nature of motherhood.",0,"Devenir mère a été la meilleure chose pour moi. C'est devenu le travail de ma vie. Pas seulement l'éducation parentale, mais le partage d'informations et d'encourager d'autres femmes à être réceptives à la nature fondamentale de la maternité."
931,My mother was the influence in my life. She was strong she had great faith in the ultimate triumph of justice and hard work. She believed passionately in education.,0,"Ma mère était l'influence de ma vie. Elle était forte, elle avait une grande foi dans le triomphe ultime de la justice et du travail acharné. Elle croyait passionnément en l'éducation."
932,"Communication is a skill that you can learn. It's like riding a bicycle or typing. If you're willing to work at it, you can rapidly improve the quality of evry part of your life.",0,"La communication est une compétence que vous pouvez apprendre. C'est comme faire du vélo ou de la dactylographie. Si vous êtes prêt à y travailler, vous pouvez rapidement améliorer la qualité d'une partie de votre vie."
933,I don't see myself as famous I see myself as a normal person with a job that is not very normal. My work life is very out there and very public. But I do my best to maintain my privacy.,0,Je ne me vois pas aussi célèbre que je me vois comme une personne normale avec un travail qui n'est pas très normal. Ma vie professionnelle est très dehors et très publique. Mais je fais de mon mieux pour maintenir ma vie privée.
934,"The single life is bearable to me only through my work in science, but for the long term, it would be very bad if I had to make do without a very young person next to me.",0,"La seule vie n'est supportable pour moi que par mon travail en science, mais pour le long terme, ce serait très mauvais si je devais faire sans une personne très jeune à côté de moi."
935,"I used to work at a school as a teacher's assistant, and my mom is a principal at an elementary school. I don't know, I think that's a pretty good life, teaching kids.",0,"Je travaillais dans une école comme assistante d'enseignant, et ma mère est directrice dans une école primaire. Je ne sais pas, je pense que c'est une belle vie, enseigner aux enfants."
936,I want to work with kids. I would love to be a teacher.,0,"Je veux travailler avec des enfants, j'adorerais être professeur."
937,My parents wanted me to be a teacher. Because I could work most of the year and pursue the things that I love to do during the summer. It just seemed like a good plan.,0,"Mes parents voulaient que je sois professeur, parce que je pouvais travailler la majeure partie de l'année et poursuivre les choses que j'aime faire pendant l'été."
938,I'd try to channel my nervous energy in a positive way into strength and endurance. It didn't always work.,0,J'essayais de canaliser mon énergie nerveuse de manière positive vers la force et l'endurance.
939,"Sometimes I wake up in the morning and feel like going straight back to bed. But I still have to get up and work, and I still have to take advantage of the chances I've been given in life.",0,"Parfois, je me réveille le matin et j'ai envie de retourner directement au lit. Mais je dois quand même me lever et travailler, et je dois toujours profiter des chances que j'ai eues dans la vie."
940,"It's really all about family, love and the children for me. I work at that every day.",0,"Il s'agit vraiment de la famille, de l'amour et des enfants pour moi."
941,Work means independence. It allowed me to shape my life on so many levels.,0,"Le travail, c'est l'indépendance, ça m'a permis de façonner ma vie à tant de niveaux."
942,"I work hard, I make my own living and I love it. I like having financial independence.",0,"Je travaille dur, je gagne ma vie et j'adore ça. J'aime avoir une indépendance financière."
943,"The fact is, I diet every day of my life. I have to work at it. But I diet so I can pig out.",0,Le fait est que je diète chaque jour de ma vie. Je dois travailler dessus. Mais je diète pour pouvoir sortir.
944,"I've three children, three grandchildren, I work, I travel, and I'm very happily married. I'm very satisfied and happy with my life and there really isn't anything I want.",0,"J'ai trois enfants, trois petits-enfants, je travaille, je voyage, et je suis très heureux marié. Je suis très satisfait et heureux de ma vie et il n'y a vraiment rien que je veux."
945,And I'm very lucky to have a girl in my life who I have the privilege to call my wife,0,Et j'ai beaucoup de chance d'avoir une fille dans ma vie que j'ai le privilège d'appeler ma femme
946,"Only then, approaching my fortieth birthday, I made philosophy my life's work.",0,"Seulement alors, à l'approche de mon quarantième anniversaire, j'ai fait de la philosophie le travail de ma vie."
947,God continues to work miracles in my life.,0,Dieu continue de faire des miracles dans ma vie.
948,"You have to do the work in your marriage, but it has to be laid on a strong foundation of love.",0,"Vous devez faire le travail dans votre mariage, mais il doit être posé sur une base solide d'amour."
949,"I've got an overactive brain. I enjoy work, I enjoy life, and I'm not good at relaxing. I've also never slept very much due to this overactive imagination and my brain constantly thinking.",0,"J'aime le travail, j'aime la vie, et je ne suis pas douée pour me détendre. Je n'ai jamais beaucoup dormi en raison de cette imagination suractive et de mon cerveau constamment en pensant."
950,"I work extremely hard to stay positive and happy. But I get sad and anxious, too, just like everyone.",0,"Je travaille très dur pour rester positif et heureux, mais je deviens triste et anxieux, comme tout le monde."
951,I'm so pathetically eager for people to love D.C. It's so sad. It's like I work for the chamber of commerce or something.,0,Je suis si pathétiquement impatiente que les gens aiment D.C. C'est tellement triste. C'est comme si je travaillais pour la chambre de commerce ou quelque chose comme ça.
952,"Which is, I'm an optimist that two people can be together to work out their conflicts. And that commitment, I think, might be what love is, because they both grow from their relationship.",0,"C'est-à-dire, je suis optimiste que deux personnes puissent être ensemble pour régler leurs conflits. Et cet engagement, je pense, pourrait être ce qu'est l'amour, parce qu'elles se développent toutes les deux de leur relation."
953,"The purpose of work is not to make money. The purpose of work is to make the workers, whether working stiffs or top executives, feel good about life.",0,"Le but du travail n'est pas de gagner de l'argent. Le but du travail est de faire en sorte que les travailleurs, qu'ils travaillent les raideurs ou les cadres supérieurs, se sentent bien dans la vie."
954,Real success is finding you lifework in the work that you love.,0,Le vrai succès est de vous trouver le travail de vie dans le travail que vous aimez.
955,"Like most people I can be lazy, so it's nice to have a goal or deadline or reason to work out. I feel better when I get to exercise, or when I'm outdoors. I like to hike, swim and run, and I love to play soccer.",0,"Comme la plupart des gens, je peux être paresseux, donc c'est agréable d'avoir un but, une date limite ou une raison pour m'entraîner. Je me sens mieux quand je fais de l'exercice, ou quand je suis à l'extérieur. J'aime faire de la randonnée, nager et courir, et j'aime jouer au soccer."
956,I'm not someone who's led my life trying to get publicity I'd rather do my work and go home.,0,"Je ne suis pas quelqu'un qui a mené ma vie en essayant d'obtenir de la publicité, je préfère faire mon travail et rentrer chez moi."
957,"I'd like to keep work work and life life. It means you've got your life to come back to, somewhere to come home to at night that isn't invaded by your day.",0,"J'aimerais garder le travail et la vie, ça veut dire que tu as ta vie à revenir, quelque part pour rentrer à la maison la nuit qui n'est pas envahie par ta journée."
958,Work without love is slavery.,0,"Le travail sans amour, c'est l'esclavage."
959,Perfect is the enemy of good.,0,Parfait est l'ennemi du bien.
960,"In order to achieve positive results, she must work for them, not hope for them.",0,"Pour obtenir des résultats positifs, elle doit travailler pour eux, et non pas espérer pour eux."
961,"If you are going through hell, keep going",0,"Si vous traversez l'enfer, continuez."
962,Work hard in silence.,0,Travaille dur en silence.
963,Times will change for the better when you change.,0,Les temps changeront pour le mieux quand vous changerez.
964,"I used to work at the unemployment office. I hated it, because when they fired me, I had to show up to work anyway.",0,"J'avais l'habitude de travailler au bureau du chômage, je le détestais, car quand ils m'ont viré, j'ai dû venir travailler de toute façon."
965,Work begins when the fear of doing nothing at all finally trumps the terror of doing it badly.,0,Le travail commence quand la peur de ne rien faire du tout a finalement une influence sur la terreur de le faire mal.
